"chr","pos","p_val","tissue","window_start","window_end","CHR_ID","CHR_POS","SNPS","MAPPED_GENE","P.VALUE","DISEASE.TRAIT","PUBMEDID","Category"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168847464,"rs11676084","SPC25, NOSTRIN",7e-06,"Metabolite levels",23823483,"Cardiovascular measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168847464,"rs11676084","SPC25, NOSTRIN",7e-06,"Metabolite levels",23823483,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168847464,"rs11676084","SPC25, NOSTRIN",7e-06,"Metabolite levels",23823483,"Liver enzyme measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168847464,"rs11676084","SPC25, NOSTRIN",7e-06,"Metabolite levels",23823483,"Lipid or lipoprotein measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168864871,"rs3931","SPC25, NOSTRIN",4e-27,"Neutrophil count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168864871,"rs3931","SPC25, NOSTRIN",7e-29,"Neutrophil count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168864871,"rs3931","SPC25, NOSTRIN",2e-30,"Monocyte count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168864871,"rs3931","SPC25, NOSTRIN",1e-37,"Monocyte count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168841452,"rs28675349","NOSTRIN, SPC25",5e-10,"Monocyte count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850753,"rs139707092","NOSTRIN, SPC25",7e-21,"Monocyte count",32888494,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",8e-31,"White blood cell count",30595370,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",8e-31,"White blood cell count",30595370,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168864871,"rs3931","SPC25, NOSTRIN",3e-37,"White blood cell count",32888493,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168864871,"rs3931","SPC25, NOSTRIN",3e-37,"White blood cell count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168859176,"rs576062","SPC25, NOSTRIN",2e-08,"Brain morphology (MOSTest)",32665545,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168854794,"rs2685799","SPC25, NOSTRIN",9e-15,"Subcortical volume (MOSTest)",32665545,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168854097,"rs11678685","SPC25, NOSTRIN",7e-35,"White blood cell count",32888493,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168854097,"rs11678685","SPC25, NOSTRIN",7e-35,"White blood cell count",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168848594,"rs566465","NOSTRIN, SPC25",2e-08,"Menarche (age at onset)",30595370,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168854794,"rs2685799","SPC25, NOSTRIN",5e-10,"Brain morphology (min-P)",32665545,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168854794,"rs2685799","SPC25, NOSTRIN",2e-10,"Subcortical volume (min-P)",32665545,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",3e-06,"Height",28552196,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",3e-06,"Height",28552196,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168838521,"rs10930337","NOSTRIN, SPC25",2e-11,"Eosinophil counts",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168841452,"rs28675349","NOSTRIN, SPC25",3e-10,"Eosinophil counts",32888493,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168838521,"rs10930337","NOSTRIN, SPC25",4e-09,"Eosinophil counts",32888494,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850918,"rs540652","SPC25, NOSTRIN",8e-52,"Height",30595370,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850918,"rs540652","SPC25, NOSTRIN",8e-52,"Height",30595370,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850753,"rs139707092","NOSTRIN, SPC25",2e-23,"Neutrophil count",32888494,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168854097,"rs11678685","SPC25, NOSTRIN",5e-18,"Aspartate aminotransferase levels",33547301,"Liver enzyme measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168858383,"rs569997","SPC25, NOSTRIN",2e-09,"Retinal venular width",36757925,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168837951,"rs578521","SPC25, NOSTRIN",2e-09,"Serum total protein levels",34594039,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168837951,"rs578521","SPC25, NOSTRIN",2e-09,"Serum total protein levels",34594039,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168853247,"rs527393","SPC25, NOSTRIN",1e-32,"White blood cell count",34594039,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168853247,"rs527393","SPC25, NOSTRIN",1e-32,"White blood cell count",34594039,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168853247,"rs527393","SPC25, NOSTRIN",3e-08,"Basophil count",34469753,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168859176,"rs576062","SPC25, NOSTRIN",5e-08,"Platelet-to-lymphocyte ratio",34469753,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168692474,"rs116076574","CERS6",3e-09,"Glycated hemoglobin levels",33462484,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168837784,"rs62175723","NOSTRIN, SPC25",1e-09,"Glycated hemoglobin levels",33462484,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168841452,"rs28675349","NOSTRIN, SPC25",4e-12,"Monocyte count",34594039,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168749091,"rs114630546","CERS6",1e-09,"Prevotella sp000434975 abundance in stool",35115689,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168819356,"rs182986005","NOSTRIN",6e-06,"Interleukin-18 levels",27989323,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168819356,"rs182986005","NOSTRIN",6e-06,"Interleukin-18 levels",27989323,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168691481,"rs1863144","CERS6",2e-09,"Subclinical hyperthyroidism in pregnancy",39266554,"Other disease"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168695381,"rs2288187","CERS6",7e-15,"Thyroid stimulating hormone levels within normal range in pregnancy",39266554,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168773973,"rs1063729","CERS6, CERS6-AS1",6e-11,"Glycated hemoglobin levels",33462484,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168733188,"rs2390731","CERS6",5e-35,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168824641,"rs3732031","NOSTRIN",5e-35,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168687409,"rs114072917","CERS6",4e-09,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168773973,"rs1063729","CERS6, CERS6-AS1",1e-21,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168678597,"rs77894785","CERS6",8e-18,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168837784,"rs62175723","NOSTRIN, SPC25",3e-16,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168804475,"rs17265731","NOSTRIN",4e-15,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168855185,"rs78573157","SPC25, NOSTRIN",2e-14,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168692474,"rs116076574","CERS6",3e-12,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168765206,"rs60715500","CERS6",6e-11,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850996,"rs112438419","SPC25, NOSTRIN",2e-11,"Blood glucose levels",33462484,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168678597,"rs77894785","CERS6",3e-13,"Glycated hemoglobin levels",33462484,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168733188,"rs2390731","CERS6",5e-28,"Glycated hemoglobin levels",33462484,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168824641,"rs3732031","NOSTRIN",3e-27,"Glycated hemoglobin levels",33462484,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168817357,"rs830030","NOSTRIN",1e-16,"Body size (confirmatory factor analysis Factor 21)",38965376,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168695238,"rs2288188","CERS6",6e-11,"Thyroid stimulating hormone levels",39067062,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168695238,"rs2288188","CERS6",6e-11,"Thyroid stimulating hormone levels",39067062,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168849569,"rs2140046","NOSTRIN, SPC25",1e-31,"Height",34594039,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168849569,"rs2140046","NOSTRIN, SPC25",1e-31,"Height",34594039,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",1e-12,"Lymphocyte count",34594039,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168848594,"rs566465","NOSTRIN, SPC25",5e-28,"Neutrophil count",34594039,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168849569,"rs2140046","NOSTRIN, SPC25",8e-22,"Monocyte count",34594039,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168849569,"rs2140046","NOSTRIN, SPC25",3e-09,"Hip circumference adjusted for BMI",34021172,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168848594,"rs566465","NOSTRIN, SPC25",1e-44,"Height",39134668,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168848594,"rs566465","NOSTRIN, SPC25",1e-44,"Height",39134668,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850753,"rs139707092","NOSTRIN, SPC25",3e-26,"White blood cell count",32888494,"Inflammatory measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850753,"rs139707092","NOSTRIN, SPC25",3e-26,"White blood cell count",32888494,"Hematological measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168850996,"rs112438419","SPC25, NOSTRIN",5e-09,"Protein quantitative trait loci (liver)",32778093,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",3e-24,"Appendicular lean mass",33097823,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168697608,"rs62174422","CERS6",2e-11,"Thyroid stimulating hormone levels",32769997,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168697608,"rs62174422","CERS6",2e-11,"Thyroid stimulating hormone levels",32769997,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168844328,"rs531328","SPC25, NOSTRIN",5e-09,"Triglyceride levels",34887591,"Lipid or lipoprotein measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168861031,"rs2632372","SPC25, NOSTRIN",7e-06,"Liver enzyme levels (gamma-glutamyl transferase)",36329257,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168861031,"rs2632372","SPC25, NOSTRIN",7e-06,"Liver enzyme levels (gamma-glutamyl transferase)",36329257,"Liver enzyme measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168699294,"rs62174426","CERS6",8e-21,"Thyroid stimulating hormone levels",37872160,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168699294,"rs62174426","CERS6",8e-21,"Thyroid stimulating hormone levels",37872160,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168775111,"rs79757984","CERS6, CERS6-AS1",1e-13,"Thyroid stimulating hormone levels",37872160,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168775111,"rs79757984","CERS6, CERS6-AS1",1e-13,"Thyroid stimulating hormone levels",37872160,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168841040,"rs58390009","NOSTRIN, SPC25",2e-07,"Vanillylmandelate (VMA) levels",36357675,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168861031,"rs2632372","SPC25, NOSTRIN",3e-08,"Fasting glucose",36329257,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168859176,"rs576062","SPC25, NOSTRIN",2e-09,"Brain morphology (MOSTest)",35164939,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168841452,"rs28675349","NOSTRIN, SPC25",4e-10,"Multi-trait sex score",37277458,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168847464,"rs11676084","SPC25, NOSTRIN",1e-11,"Multi-trait sex score",37277458,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168861031,"rs2632372","SPC25, NOSTRIN",2e-08,"Multi-trait sex score",37277458,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168817357,"rs830030","NOSTRIN",1e-13,"Whole body fat free mass (UKB data field 23101)",38538606,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168767751,"rs16855816","CERS6",7e-09,"Educational attainment",35361970,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168670174,"rs142867333","CERS6",2e-06,"Serum ascorbic acid 2-sulfate levels x sex interaction",39144724,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168849569,"rs2140046","NOSTRIN, SPC25",1e-08,"Multi-trait sum score",37277458,"Other trait"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168857840,"rs2632380","NOSTRIN, SPC25",1e-09,"Drinks per week",36477530,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168748383,"rs4668105","CERS6",2e-09,"Height (standard GWA)",37106081,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168845320,"rs115478693","SPC25, NOSTRIN",1e-26,"Random glucose levels",37679419,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851812,"rs143869345","NOSTRIN, SPC25",5e-38,"Random glucose levels",37679419,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851812,"rs143869345","NOSTRIN, SPC25",3e-38,"Random glucose levels",37679419,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168829246,"rs830020","NOSTRIN",3e-11,"Height",36224396,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168829246,"rs830020","NOSTRIN",3e-11,"Height",36224396,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",4e-22,"Height",36224396,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",4e-22,"Height",36224396,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168786111,"rs16855872","CERS6-AS1",3e-41,"Height",36224396,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168786111,"rs16855872","CERS6-AS1",3e-41,"Height",36224396,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168813198,"rs551037","NOSTRIN",9e-28,"Height",36224396,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168813198,"rs551037","NOSTRIN",9e-28,"Height",36224396,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",4e-296,"Height",36224396,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168851042,"rs488621","SPC25, NOSTRIN",4e-296,"Height",36224396,"Body measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168865434,"rs7588452","NOSTRIN, SPC25",1e-121,"Height",36224396,"Other measurement"
2,168768525,3.88750235272329e-08,"Uterus",168668525,168868525,2,168865434,"rs7588452","NOSTRIN, SPC25",1e-121,"Height",36224396,"Body measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172258859,"rs4972753","DLX2-DT, ITGA6",6e-06,"Metabolite levels",23823483,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172258859,"rs4972753","DLX2-DT, ITGA6",6e-06,"Metabolite levels",23823483,"Cardiovascular measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172258859,"rs4972753","DLX2-DT, ITGA6",6e-06,"Metabolite levels",23823483,"Other trait"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172258859,"rs4972753","DLX2-DT, ITGA6",6e-06,"Metabolite levels",23823483,"Liver enzyme measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172258859,"rs4972753","DLX2-DT, ITGA6",6e-06,"Metabolite levels",23823483,"Lipid or lipoprotein measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172276146,"rs4972760","ITGA6, DLX2-DT",2e-11,"Platelet count",32888493,"Hematological measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172230528,"rs138302247","DLX2-DT",3e-06,"Tonsillectomy",28928442,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172285284,"rs68130068","ITGA6, DLX2-DT",4e-06,"HER2 status in breast cancer",28649644,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172289169,"rs10169716","ITGA6, DLX2-DT",2e-13,"Varicose veins",34594039,"Other trait"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172173098,"rs371565191","DLX2-DT",3e-06,"Dry eye disease",38767906,"Other disease"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172276146,"rs4972760","ITGA6, DLX2-DT",5e-09,"Platelet count",32888494,"Hematological measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172162127,"rs115126995","DLX2-DT",3e-08,"Alcohol consumption x traumatic event in childhood (felt hated by family member) interaction",34417442,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172208494,"rs75652721","DLX2-DT",5e-09,"Protein quantitative trait loci (liver)",32778093,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172337727,"rs4972502","ITGA6",3e-06,"Childhood median systolic blood pressure percentile",36718908,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172228805,"rs13422459","DLX2-DT",2e-08,"Educational attainment",35361970,"Other measurement"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172335679,"rs56011402","ITGA6",3e-09,"Varicose veins",36653477,"Other trait"
2,172241860,1.41837132939131e-08,"Brain - Cerebellum",172141860,172341860,2,172210075,"rs10646896","DLX2-DT",9e-09,"Basal cell carcinoma",38182794,"Cancer"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58304499,"rs480143","PPP4R1L - RAB22A",6e-08,"White blood cell count",30595370,"Inflammatory measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58304499,"rs480143","PPP4R1L - RAB22A",6e-08,"White blood cell count",30595370,"Hematological measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58375898,"rs6513380","RAB22A - VAPB",7e-06,"Cervical cancer",31488892,"Cancer"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58296032,"rs4811981","PPP4R1L - RAB22A",4e-06,"Hallux valgus",32131869,"Other trait"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58244111,"rs3787159","PPP4R1L",9e-06,"Systolic blood pressure",26969751,"Other measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58367256,"rs707557","RAB22A",6e-06,"Change in LVEF in response to paclitaxel and trastuzumab in HER2+ breast cancer",28763429,"Biological process"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58367256,"rs707557","RAB22A",6e-06,"Change in LVEF in response to paclitaxel and trastuzumab in HER2+ breast cancer",28763429,"Cardiovascular measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58361815,"rs6026214","RAB22A",1e-14,"Appendicular lean mass",33097823,"Other measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58414213,"rs370155633","VAPB",9e-14,"Ras-related protein Rab-22A levels",34648354,"Other measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58312100,"rs12480383","RAB22A",2e-18,"Ras-related protein Rab-22A levels",34648354,"Other measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58343451,"rs502138","RAB22A",1e-14,"Height",36224396,"Other measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58343451,"rs502138","RAB22A",1e-14,"Height",36224396,"Body measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58367256,"rs707557","RAB22A",3e-19,"Height",36224396,"Other measurement"
20,58324685,1.01357873278421e-08,"Uterus",58224685,58424685,20,58367256,"rs707557","RAB22A",3e-19,"Height",36224396,"Body measurement"
21,19742506,4.34667319667599e-08,"Pituitary",19642506,19842506,21,19685403,"rs11088751","NIPA2P3 - SREK1IP1P1",2e-08,"Gut microbiota (bacterial taxa)",31519223,"Other measurement"
21,19742506,4.34667319667599e-08,"Pituitary",19642506,19842506,21,19667317,"rs2825721","NIPA2P3 - SREK1IP1P1",6e-06,"OTU99_59 (Prevotella) prevalence",33462482,"Other measurement"
